unit_id,file_name,doi,journal,year,article_title,reviewer_id,round_label,unit_order,word_count,gate_id,severity,issue_label,signal_terms
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__007__a1db2d256e5521d8,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,7,212,generalist_clarity_gate,should_fix,definition/scope,unclear; define; jargon; explain
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__008__e0892a28b1bc15fc,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,8,94,biodiversity_ecosystem_function_gate,major,causal overclaim,biodiversity; richness; diversity; resilience
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__009__ec83a9870f163288,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,9,115,sampling_representativeness_gate,major,sampling/representativeness,representative; plot; season
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__010__7f4cd61fa1268333,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,10,102,sampling_representativeness_gate,major,uncertainty,sample; plot
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__011__1cd15ba91e45877d,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,11,118,sampling_representativeness_gate,major,sampling/representativeness,sample; representative; plot; spatial
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__012__916316be7f7a4b66,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,12,107,carbon_nitrogen_cycle_gate,major,causal overclaim,carbon; flux
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__013__f44703af29ea32f6,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,13,22,forest_land_use_conservation_gate,major,forest/land/use/conservation,land use
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__014__569e7e699639b176,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,14,50,mechanism_claim_gate,major,causal overclaim,cause; explain; because
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__015__5fc1cb4e05b987eb,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,15,31,forest_land_use_conservation_gate,major,forest/land/use/conservation,forest
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__016__a69840c1b7811110,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,16,40,biodiversity_ecosystem_function_gate,major,sampling/representativeness,species
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__017__0ea88045f59bbea6,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,17,34,generalist_clarity_gate,should_fix,clarity/presentation,
2024_nature_s41586-024-07083-y_peer_review__reviewer_1__001__97fa3f5f4a21fd10,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_1,unknown_round,1,117,biodiversity_ecosystem_function_gate,major,biodiversity/ecosystem/function,biodiversity; diversity; food web; trophic; predator
2024_nature_s41586-024-07083-y_peer_review__reviewer_1__002__f573995bb2316c93,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_1,unknown_round,2,123,forest_land_use_conservation_gate,major,assumption/parameterization,forest; land-use; plantation; tropical
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__001__257415872d0a9aff,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,1,122,forest_land_use_conservation_gate,major,sampling/representativeness,forest; land use; tropical; management
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__002__67f3a73418e483f8,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,2,125,biodiversity_ecosystem_function_gate,major,biodiversity/ecosystem/function,diversity; trophic; predator
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__004__dadb9f424b636519,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,4,108,biodiversity_ecosystem_function_gate,major,novelty/significance,food web; trophic; predator
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__005__faab9d0972eea446,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,5,81,biodiversity_ecosystem_function_gate,major,novelty/significance,food web; trophic
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__006__b5c9ffe44d358d76,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,6,21,observational_product_uncertainty_gate,major,observational/product/uncertainty,product
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__007__5b01287dce8d2de7,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,7,27,generalist_clarity_gate,should_fix,clarity/presentation,
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__001__dbad949d4ab07c8d,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,1,118,forest_land_use_conservation_gate,major,forest/land/use/conservation,forest; land use; plantation; tropical
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__003__7a9bc89c0ced191a,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,3,110,carbon_nitrogen_cycle_gate,major,sampling/representativeness,flux; soil organic
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__004__a438f83ceb408670,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,4,110,carbon_nitrogen_cycle_gate,major,causal overclaim,respiration; flux
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__005__08510442efec260f,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,5,122,biodiversity_ecosystem_function_gate,major,sampling/representativeness,biodiversity; species; richness; diversity; food web
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__006__122f3e264154ed54,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,6,100,model_assumption_validation_gate,major,uncertainty,validation; robust
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__007__056aa40ac2a98567,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,7,113,biodiversity_ecosystem_function_gate,major,novelty/significance,biodiversity; species; diversity; trophic; ecosystem function; habitat
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__008__f5888850c80da1a4,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,8,124,biodiversity_ecosystem_function_gate,major,assumption/parameterization,species; diversity; community
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__009__25d705b94b6f8e4c,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,9,103,biodiversity_ecosystem_function_gate,major,assumption/parameterization,species; richness
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__012__b34b5dbf349b939c,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,12,119,biodiversity_ecosystem_function_gate,major,sampling/representativeness,species; trophic
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__014__1a5b3a99aeea66c0,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,14,105,biodiversity_ecosystem_function_gate,major,causal overclaim,species; trophic; predator
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__015__3892593d06d174d7,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,15,47,model_assumption_validation_gate,major,uncertainty,sensitivity; robust
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__016__b22e2bbdfcd15db5,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,16,29,biodiversity_ecosystem_function_gate,major,biodiversity/ecosystem/function,diversity; food web; functional diversity
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__017__5969b35e10bd1c3e,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,17,26,forest_land_use_conservation_gate,major,assumption/parameterization,forest; plantation
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__018__786ad94ed5e5d426,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,18,105,biodiversity_ecosystem_function_gate,major,assumption/parameterization,food web; trophic
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__020__c01723191968e452,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,20,113,biodiversity_ecosystem_function_gate,major,definition/scope,food web; trophic; predator; trait
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__021__f699c764a820b568,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,21,109,model_assumption_validation_gate,major,uncertainty,assumption; sensitivity
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__022__7e3e60a7139e52a7,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,22,107,carbon_nitrogen_cycle_gate,major,uncertainty,flux
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__023__cb64eea20827012d,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,23,103,biodiversity_ecosystem_function_gate,major,assumption/parameterization,food web; trophic; predator; trait
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__024__e6ce5939ad6beaea,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,24,105,biodiversity_ecosystem_function_gate,major,biodiversity/ecosystem/function,food web; predator; trait
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__025__ef4cf46fce8784e7,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,25,100,mechanism_claim_gate,major,assumption/parameterization,cause; because
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__027__7ebdd52cf40c4320,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,27,131,biodiversity_ecosystem_function_gate,major,sampling/representativeness,food web; trophic; network
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__028__0db0e289c8d29751,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,28,105,model_assumption_validation_gate,major,assumption/parameterization,model; assumption
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__029__ffd634ba14283c52,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,29,101,biodiversity_ecosystem_function_gate,major,sampling/representativeness,food web; trophic; predator
2024_nature_s41586-024-07083-y_peer_review__reviewer_1__001__2f142cf33a3bb844,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_1,first_revision,1,118,forest_land_use_conservation_gate,major,figure/table clarity,plantation
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__001__39df83a0a5784b13,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,1,39,generalist_clarity_gate,should_fix,clarity/presentation,
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__002__a8c58ad50c07c0ff,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,2,72,forest_land_use_conservation_gate,major,sampling/representativeness,forest; plantation; tropical
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__003__fe886b9ae1e20e4e,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,3,93,forest_land_use_conservation_gate,major,forest/land/use/conservation,forest; plantation
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__004__a67a5f2b971ea2cf,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,4,120,forest_land_use_conservation_gate,major,causal overclaim,forest; land-use; plantation; tropical
2024_nature_s41586-024-07083-y_peer_review__reviewer_2__005__97951c18a9993b36,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_2,unknown_round,5,178,forest_land_use_conservation_gate,major,assumption/parameterization,forest; land use; plantation; tropical; management
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__001__42e262e962fd5019,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,1,72,forest_land_use_conservation_gate,major,forest/land/use/conservation,forest; land use; plantation; tropical
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__002__aba38c5bd45fd79b,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,2,51,forest_land_use_conservation_gate,major,forest/land/use/conservation,forest; plantation
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__003__df2cf059e19fd3fa,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,3,117,biodiversity_ecosystem_function_gate,major,assumption/parameterization,food web; ecosystem function
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__004__4dcb13da08d5d44f,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,4,48,biodiversity_ecosystem_function_gate,major,assumption/parameterization,network
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__005__10791c76278e319e,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,5,32,generalist_clarity_gate,should_fix,generalist/clarity,unclear
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__006__c84a284c31ede12d,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,6,144,model_assumption_validation_gate,major,uncertainty,sensitivity; robust
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__007__1dca8e490e1e574c,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,7,18,generalist_clarity_gate,should_fix,clarity/presentation,
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__008__0a11e3f781f66e5a,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,8,44,biodiversity_ecosystem_function_gate,major,causal overclaim,biodiversity; species; richness; diversity
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__009__142cf745b8879fc8,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,9,128,mechanism_claim_gate,major,causal overclaim,cause; explain; because
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__010__026cf62fb1a64ef2,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,10,136,forest_land_use_conservation_gate,major,uncertainty,forest; plantation
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__011__24dd7e9b7630da9c,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,11,101,mechanism_claim_gate,major,assumption/parameterization,cause; explain; because
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__012__e1db403f5607fb88,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,12,116,generalist_clarity_gate,should_fix,figure/table clarity,clarify; reader; explain; table; methods
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__013__64c61feb69c87024,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,13,119,carbon_nitrogen_cycle_gate,major,definition/scope,flux
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__014__e3267b031d67352d,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,14,103,generalist_clarity_gate,should_fix,figure/table clarity,unclear; explain
2024_nature_s41586-024-07083-y_peer_review__reviewer_3__015__aa283cd2ce07c7ec,2024_nature_s41586-024-07083-y_peer_review.pdf,10.1038/s41586-024-07083-y,Nature,2024,Rainforest transformation reallocates energy from green to brown food webs,reviewer_3,unknown_round,15,110,generalist_clarity_gate,should_fix,figure/table clarity,explain; methods
