unit_id,source_file,doi,journal,publication_year,article_relevance_level,article_subfield_tags,abstract_gate,severity_proxy,unit_sha256_16,word_count,raw_text_stored
CHEM-RU-0011,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,mechanism_and_causality,specific,7ff1732d49ad33dd,67,no
CHEM-RU-0012,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,mechanism_and_causality,specific,bb0bc6a923d30a96,61,no
CHEM-RU-0013,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,detail_audit_and_clarity,specific,915b29db2b676177,36,no
CHEM-RU-0014,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,detail_audit_and_clarity,specific,aaf0c70b79bd4cfe,44,no
CHEM-RU-0015,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,catalysis_and_performance,specific,1e3f3ba86572e040,32,no
CHEM-RU-0016,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,mechanism_and_causality,specific,dc09cdd13135e8cd,42,no
CHEM-RU-0017,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,reaction_scope_and_selectivity,specific,af2eb903fde67a9e,51,no
CHEM-RU-0018,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,novelty_and_positioning,specific,3fd2ee08265c84e5,66,no
CHEM-RU-0019,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,novelty_and_positioning,major,6ef348ad9e539149,58,no
CHEM-RU-0020,2026_nchem_s41557-026-02151-4_peer_review.pdf,10.1038/s41557-026-02151-4,Nature Chemistry,2026,high_core,supramolecular_chemistry; photocatalysis; materials_chemistry; photochemistry; spectroscopy,controls_and_validation,major,f1a21ba138c0ff07,109,no
CHEM-RU-0021,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,detail_audit_and_clarity,specific,4291441730fb05d8,77,no
CHEM-RU-0022,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,novelty_and_positioning,major,566abce1c9169201,217,no
CHEM-RU-0023,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,mechanism_and_causality,specific,45f6f1b41f940d63,84,no
CHEM-RU-0024,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,catalysis_and_performance,specific,508b72d00556c384,104,no
CHEM-RU-0025,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,catalysis_and_performance,specific,357405621be06800,25,no
CHEM-RU-0026,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,detail_audit_and_clarity,specific,4e175e188a61f657,39,no
CHEM-RU-0027,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,catalysis_and_performance,specific,7af480f84ec1a186,38,no
CHEM-RU-0028,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,detail_audit_and_clarity,specific,ffc1fe02e2cdd1cd,23,no
CHEM-RU-0029,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,catalysis_and_performance,specific,a196c3eae19d71c6,20,no
CHEM-RU-0030,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,claim_evidence_calibration,specific,31efc3f4be9bf5f4,33,no
CHEM-RU-0031,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,synthesis_characterization_and_analytical_evidence,major,d1a1a62903ccdd84,19,no
CHEM-RU-0032,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,catalysis_and_performance,specific,4a7c05120e2d342f,29,no
CHEM-RU-0033,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,catalysis_and_performance,specific,68ccc8ca60ca7df6,130,no
CHEM-RU-0034,2026_nchem_s41557-026-02155-0_peer_review.pdf,10.1038/s41557-026-02155-0,Nature Chemistry,2026,medium_high_related,chemical_biology; physical_chemistry; spectroscopy; molecular_dynamics,synthesis_characterization_and_analytical_evidence,major,e1796b25b66e232c,56,no
CHEM-RU-0035,2025_nature_s41586-025-09184-8_peer_review.pdf,10.1038/s41586-025-09184-8,Nature,2025,high_core,polymer_chemistry; environmental_chemistry; analytical_chemistry; green_chemistry,detail_audit_and_clarity,major,6c7722bc75a3352f,70,no
CHEM-RU-0036,2025_nature_s41586-025-09184-8_peer_review.pdf,10.1038/s41586-025-09184-8,Nature,2025,high_core,polymer_chemistry; environmental_chemistry; analytical_chemistry; green_chemistry,reproducibility_data_and_code,specific,3573de31501d61a4,63,no
CHEM-RU-0037,2025_nature_s41586-025-09184-8_peer_review.pdf,10.1038/s41586-025-09184-8,Nature,2025,high_core,polymer_chemistry; environmental_chemistry; analytical_chemistry; green_chemistry,catalysis_and_performance,major,792c6cd46336fdb6,135,no
CHEM-RU-0038,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,a2d36b4fc8c83f88,58,no
CHEM-RU-0039,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,novelty_and_positioning,specific,32ba23f46e6ed3c4,118,no
CHEM-RU-0040,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,novelty_and_positioning,specific,ec4007319fb75f4d,89,no
CHEM-RU-0041,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,mechanism_and_causality,specific,df98061376f798ad,172,no
CHEM-RU-0042,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,fd13035674c41a17,114,no
CHEM-RU-0043,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,c65de2bf1887718d,47,no
CHEM-RU-0044,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,novelty_and_positioning,major,5f701a3fcfb55645,110,no
CHEM-RU-0045,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,0488ed997e81f8df,57,no
CHEM-RU-0046,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,06dc33ea637f5b3e,33,no
CHEM-RU-0047,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,fc67ac3fd45ecb04,44,no
CHEM-RU-0048,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,detail_audit_and_clarity,specific,56c6e41cce502b99,69,no
CHEM-RU-0049,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,detail_audit_and_clarity,specific,b21ae2e774424f47,37,no
CHEM-RU-0050,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,reproducibility_data_and_code,specific,3107f2478b35112a,18,no
CHEM-RU-0051,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,5c951aaf0d9f9b92,106,no
CHEM-RU-0052,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,reaction_scope_and_selectivity,specific,6944835eb9cdc542,42,no
CHEM-RU-0053,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,75d8f2c37aad0960,45,no
CHEM-RU-0054,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,novelty_and_positioning,specific,6f5dd968028fe59d,62,no
CHEM-RU-0055,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,major,4f235efa9de79c57,45,no
CHEM-RU-0056,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,3b5f4b2ca3480d18,66,no
CHEM-RU-0057,2025_nature_s41586-025-09519-5_peer_review.pdf,10.1038/s41586-025-09519-5,Nature,2025,high_core,biocatalysis; chemical_biology; cheminformatics; reaction_discovery,catalysis_and_performance,specific,f96ae4ea3e270a1c,66,no
CHEM-RU-0058,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,catalysis_and_performance,specific,36afd2059d355ec2,53,no
CHEM-RU-0059,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,novelty_and_positioning,major,f3f4186c07ff0023,248,no
CHEM-RU-0060,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,catalysis_and_performance,specific,36f33539c5b75198,126,no
CHEM-RU-0061,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,controls_and_validation,specific,c29cfe41a8d20ecf,201,no
CHEM-RU-0062,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,catalysis_and_performance,specific,db83f408d702e329,116,no
CHEM-RU-0063,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,novelty_and_positioning,specific,d926ade9bafacaa1,95,no
CHEM-RU-0064,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,mechanism_and_causality,major,c0f8b68e5ef49edb,224,no
CHEM-RU-0065,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,claim_evidence_calibration,specific,5b6197439f4b65af,59,no
CHEM-RU-0066,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,novelty_and_positioning,specific,c8fadf7045247159,138,no
CHEM-RU-0067,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,detail_audit_and_clarity,major,d500c0c2e458b671,67,no
CHEM-RU-0068,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,claim_evidence_calibration,specific,9397232c7b796a17,62,no
CHEM-RU-0069,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,reaction_scope_and_selectivity,major,b9812862c28cfadd,186,no
CHEM-RU-0070,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,novelty_and_positioning,specific,bdc2325ca2fe756d,60,no
CHEM-RU-0071,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,catalysis_and_performance,specific,cd9a54aa783f84fe,131,no
CHEM-RU-0072,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,catalysis_and_performance,specific,e249eb43ed33705f,121,no
CHEM-RU-0073,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,reaction_scope_and_selectivity,specific,c5ad76a052b9f8b7,29,no
CHEM-RU-0074,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,novelty_and_positioning,specific,0abf4caa25db9104,68,no
CHEM-RU-0075,2025_nature_s41586-025-09791-5_peer_review.pdf,10.1038/s41586-025-09791-5,Nature,2025,high_core,organic_synthesis; synthetic_chemistry_methodology; reaction_mechanism; medicinal_chemistry,claim_evidence_calibration,specific,6196f2d9bf5490da,28,no
CHEM-RU-0076,2026_nature_s41586-025-10002-4_peer_review.pdf,10.1038/s41586-025-10002-4,Nature,2026,high_core,organic_synthesis; electrochemistry; reaction_mechanism,catalysis_and_performance,specific,040723db562954eb,57,no
CHEM-RU-0077,2026_nature_s41586-025-10002-4_peer_review.pdf,10.1038/s41586-025-10002-4,Nature,2026,high_core,organic_synthesis; electrochemistry; reaction_mechanism,novelty_and_positioning,specific,1986998e62727e2b,179,no
CHEM-RU-0078,2026_nature_s41586-025-10002-4_peer_review.pdf,10.1038/s41586-025-10002-4,Nature,2026,high_core,organic_synthesis; electrochemistry; reaction_mechanism,mechanism_and_causality,specific,99c5378ee760c492,26,no
CHEM-RU-0079,2026_nature_s41586-025-10002-4_peer_review.pdf,10.1038/s41586-025-10002-4,Nature,2026,high_core,organic_synthesis; electrochemistry; reaction_mechanism,controls_and_validation,specific,206652080e715b08,139,no
CHEM-RU-0080,2026_nature_s41586-025-10002-4_peer_review.pdf,10.1038/s41586-025-10002-4,Nature,2026,high_core,organic_synthesis; electrochemistry; reaction_mechanism,novelty_and_positioning,major,86d1e6b4adcfb53d,112,no
CHEM-RU-0081,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,controls_and_validation,specific,571323861b1601d7,73,no
CHEM-RU-0082,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,controls_and_validation,specific,560aa76f5190b6dd,101,no
CHEM-RU-0083,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,major,b87ca0c1b1db2906,127,no
CHEM-RU-0084,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,detail_audit_and_clarity,specific,24493a8f72c774b7,39,no
CHEM-RU-0085,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,controls_and_validation,specific,5599f9274579b751,65,no
CHEM-RU-0086,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,specific,61344b5c6f6c6d74,130,no
CHEM-RU-0087,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,novelty_and_positioning,specific,48326c46dad1db40,66,no
CHEM-RU-0088,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,mechanism_and_causality,specific,8b82c4298cbd0ed2,85,no
CHEM-RU-0089,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,mechanism_and_causality,specific,b1518542d701ce57,184,no
CHEM-RU-0090,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,reaction_scope_and_selectivity,specific,3de482982eddd45f,81,no
CHEM-RU-0091,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,mechanism_and_causality,specific,b761916904bc428f,140,no
CHEM-RU-0092,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,novelty_and_positioning,specific,a17271c1610d620e,24,no
CHEM-RU-0093,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,novelty_and_positioning,specific,5dbd0fd63699c782,148,no
CHEM-RU-0094,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,specific,470d24494432ea0e,93,no
CHEM-RU-0095,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,novelty_and_positioning,specific,e11e4965d924ef82,105,no
CHEM-RU-0096,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,specific,8809a3185158f715,45,no
CHEM-RU-0097,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,specific,47c9a6e30f882da9,34,no
CHEM-RU-0098,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,specific,c3dc251f6e2e301c,56,no
CHEM-RU-0099,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,specific,16f5e0123208c7f1,54,no
CHEM-RU-0100,2025_nature_s41586-025-09291-6_peer_review.pdf,10.1038/s41586-025-09291-6,Nature,2025,high_core,chemical_biology; redox_chemistry; molecular_design; reaction_mechanism,catalysis_and_performance,major,125e892b664be5a5,195,no
CHEM-RU-0101,2024_ncomms_s41467-024-48727-x_peer_review.pdf,10.1038/s41467-024-48727-x,Nature Communications,2024,high_core,organic_synthesis; organocatalysis; asymmetric_catalysis; stereoselectivity,mechanism_and_causality,specific,13432ae6037ec9cd,168,no
CHEM-RU-0102,2024_ncomms_s41467-024-48727-x_peer_review.pdf,10.1038/s41467-024-48727-x,Nature Communications,2024,high_core,organic_synthesis; organocatalysis; asymmetric_catalysis; stereoselectivity,novelty_and_positioning,major,6dbc36f5776cc887,96,no
CHEM-RU-0103,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,catalysis_and_performance,specific,8adb9f7952ce2c6f,159,no
CHEM-RU-0104,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,catalysis_and_performance,specific,0815bbc636e86615,24,no
CHEM-RU-0105,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,detail_audit_and_clarity,major,02058f6f51515476,18,no
CHEM-RU-0106,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,mechanism_and_causality,specific,6743273829dbd71a,64,no
CHEM-RU-0107,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,catalysis_and_performance,specific,13938ecce22bfabd,58,no
