unit_id,source_file,source_doi,journal,publication_date,article_title,field_relevance_level,subfield_tags,assigned_gate,unit_sha256,nonverbatim_summary,source_text_not_redistributed
ERU-00012,2024_nature_s41586-024-08449-y_peer_review.pdf,10.1038/s41586-024-08449-y,Nature,2024-12-09,Quantum error correction below the surface code threshold,medium_high_related,quantum engineering; computer engineering; error correction,uncertainty_statistics_and_failure_modes,62b9c217c690916f91f103d79da0d28733d573b8d1a791664173361eb17a50f7,"Reviewer unit asks for uncertainty, statistics, variance, error analysis or failure-mode reporting.",true
ERU-00013,2024_nature_s41586-024-08449-y_peer_review.pdf,10.1038/s41586-024-08449-y,Nature,2024-12-09,Quantum error correction below the surface code threshold,medium_high_related,quantum engineering; computer engineering; error correction,uncertainty_statistics_and_failure_modes,b7785a59cfdcc41083385add17cbaace05c24be8bfa9aec425d3ec4c0b110b69,"Reviewer unit asks for uncertainty, statistics, variance, error analysis or failure-mode reporting.",true
ERU-00014,2024_nature_s41586-024-08449-y_peer_review.pdf,10.1038/s41586-024-08449-y,Nature,2024-12-09,Quantum error correction below the surface code threshold,medium_high_related,quantum engineering; computer engineering; error correction,detail_audit_and_presentation,4a4874be4b8f6e2115a402cf421f55bba177babb676ca6b498d68dbcdb8a42e2,"Reviewer unit flags figure, table, unit, definition or presentation details that affect technical interpretability.",true
ERU-00015,2024_nature_s41586-024-08449-y_peer_review.pdf,10.1038/s41586-024-08449-y,Nature,2024-12-09,Quantum error correction below the surface code threshold,medium_high_related,quantum engineering; computer engineering; error correction,detail_audit_and_presentation,e7f0d1482d32cff97b8b339c239c3a8ee5840c5be60b850988feabfddb95b6f1,"Reviewer unit flags figure, table, unit, definition or presentation details that affect technical interpretability.",true
ERU-00016,2024_nature_s41586-024-08449-y_peer_review.pdf,10.1038/s41586-024-08449-y,Nature,2024-12-09,Quantum error correction below the surface code threshold,medium_high_related,quantum engineering; computer engineering; error correction,mechanism_and_causality,61a4da3fca961ef22413b5fd0f579bd98d9714558bee3f410df0afae38a40da0,Reviewer unit questions whether the manuscript demonstrates the proposed mechanism rather than a plausible association.,true
ERU-00017,2024_nature_s41586-024-08449-y_peer_review.pdf,10.1038/s41586-024-08449-y,Nature,2024-12-09,Quantum error correction below the surface code threshold,medium_high_related,quantum engineering; computer engineering; error correction,model_assumptions_and_sensitivity,1cecd5f9727ad9c160bc477b2c8d87f974ec70a2304ce97e9f2b0cd30f2a8a2b,"Reviewer unit requests clearer model assumptions, parameter sensitivity or independent model validation.",true
ERU-00018,2024_nature_s41586-024-08449-y_peer_review.pdf,10.1038/s41586-024-08449-y,Nature,2024-12-09,Quantum error correction below the surface code threshold,medium_high_related,quantum engineering; computer engineering; error correction,experimental_validation_and_controls,4825317231ba38fbfcf8fd832a87da50f85d346d0e127e417c5eb6e4ec36c8ed,"Reviewer unit asks for stronger validation, controls, replicates or measurement characterization.",true
ERU-00019,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,design_specification_and_requirements,0e7ef66230868c10dee21a85d389600cd61cb9fe5f27f19ff95767b91704b98b,"Reviewer unit asks for explicit design requirements, constraints or system-level acceptance criteria.",true
ERU-00020,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,reproducibility_data_and_code,1079572da957706f57f1aa982d6a9983422c674c13fbe2ed59e466feff29c834,"Reviewer unit requests enough data, code, protocol detail or material parameters for independent reproduction.",true
ERU-00021,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,experimental_validation_and_controls,f457724ad51b1c24a30af94a64e012d4e79affe9a3888f14bda3c8bea5b42728,"Reviewer unit asks for stronger validation, controls, replicates or measurement characterization.",true
ERU-00022,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,claim_evidence_calibration,bad6ee266b2bacfea27af8cef769103db61fe7d122ecbc87ee1be05d2ca46ee4,Reviewer unit questions whether claim strength exceeds what the presented engineering evidence directly demonstrates.,true
ERU-00023,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,novelty_and_positioning,752b31224c13fe0f26523729d5d5faecbd0b11c8131b1bf270def62f8b0ba466,Reviewer unit requests clearer separation from closest prior work and more precise statement of the technical advance.,true
ERU-00024,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,mechanism_and_causality,cdab66bfc68ad19cedeb39272796327c988f3cb31acf3ff8292b4ebdcb678caf,Reviewer unit questions whether the manuscript demonstrates the proposed mechanism rather than a plausible association.,true
ERU-00025,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,design_specification_and_requirements,3c350e5c5828116f976b0a1961162955b084098139b1fb60a5b9d929aa0d3b3f,"Reviewer unit asks for explicit design requirements, constraints or system-level acceptance criteria.",true
ERU-00026,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,experimental_validation_and_controls,8b3494f2bc042169e6647376916c52c0eeb02fa0306dabaeddbcc7cd772573d6,"Reviewer unit asks for stronger validation, controls, replicates or measurement characterization.",true
ERU-00027,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,materials_devices_and_fabrication,54deb57f1cc8be801b05cbdbcd3d3fcc11ba64dc156cc0adbc9151b01bcd0735,"Reviewer unit focuses on fabrication, device reproducibility, material stability or manufacturing constraints.",true
ERU-00028,2025_nature_s41586-024-08445-2_peer_review.pdf,10.1038/s41586-024-08445-2,Nature,2025-02-19,Interferometric single-shot parity measurement in InAs–Al hybrid devices,medium_high_related,quantum engineering; device engineering; electrical engineering,experimental_validation_and_controls,883aadd91d797792e6fac5fd352b9fd74c5ba7c885155491ab7088e0be8f1d2e,"Reviewer unit asks for stronger validation, controls, replicates or measurement characterization.",true
ERU-00029,2025_nature_s41586-025-09269-4_peer_review.pdf,10.1038/s41586-025-09269-4,Nature,2025-08-06,Data-driven de novo design of super-adhesive hydrogels,high_core,materials engineering; soft materials; hydrogel; AI design,automation_ai_and_closed_loop_systems,20d077dd8196ccb4798cd2d40ba73858a49e5d86d3e3497b554fa7798d8aba0b,Reviewer unit asks whether the automated or AI-assisted system is truly autonomous and fairly evaluated.,true
ERU-00030,2025_nature_s41586-025-09620-9_peer_review.pdf,10.1038/s41586-025-09620-9,Nature,2025-10-08,Programmable on-chip nonlinear photonics,high_core,photonics; optical engineering; device engineering,materials_devices_and_fabrication,eee234b67660fb25a4addd0ce720ffbfb7de455bca81b8408e33e57f52b96a27,"Reviewer unit focuses on fabrication, device reproducibility, material stability or manufacturing constraints.",true
ERU-00031,2025_nature_s41586-025-09674-9_peer_review.pdf,10.1038/s41586-025-09674-9,Nature,2025-11-12,A molecularly impermeable polymer from two-dimensional polyaramids,high_core,materials engineering; polymer engineering; membrane/barrier materials,materials_devices_and_fabrication,8f3858bc9fd0e7d616011d8f3d08913fbe14fec2bd708f045bb6ff1766799d56,"Reviewer unit focuses on fabrication, device reproducibility, material stability or manufacturing constraints.",true
ERU-00032,2025_nature_s41586-025-09673-w_peer_review.pdf,10.1038/s41586-025-09673-w,Nature,2025-11-26,Slipknot-gauged mechanical transmission and robotic operation,high_core,mechanical engineering; robotics; surgical robotics; transmission design,materials_devices_and_fabrication,adedf659b5ee3b9fe155c176132f6c388b9fba5a575d59534ed70f0cc0860f3b,"Reviewer unit focuses on fabrication, device reproducibility, material stability or manufacturing constraints.",true
ERU-00033,2026_nature_s41586-025-10042-w_peer_review.pdf,10.1038/s41586-025-10042-w,Nature,2026-02-18,"Laser writing in glass for dense, fast and efficient archival data storage",high_core,optical engineering; data storage; photonics; manufacturing,materials_devices_and_fabrication,87a3d4f078f7fe2a056dd96e61d2366617bff801df5853a0bd1722fb2f84e190,"Reviewer unit focuses on fabrication, device reproducibility, material stability or manufacturing constraints.",true
ERU-00034,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,claim_evidence_calibration,7bea3c2e355321967c91916e057be770086e490ddaf9cd6bb71ab1a45c064142,Reviewer unit questions whether claim strength exceeds what the presented engineering evidence directly demonstrates.,true
ERU-00035,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,experimental_validation_and_controls,f4ce74c10c25507bafcd2d33dd5972400bc171cf15c7bf62f2a6908856c21c55,"Reviewer unit asks for stronger validation, controls, replicates or measurement characterization.",true
ERU-00036,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,benchmark_and_comparability,5666214eaea3e4866a872628812da59b11e59a8c4f2fabdcfeef78735e81b048,"Reviewer unit challenges whether benchmarks and baselines are fair, current and comparable.",true
ERU-00037,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,robotics_control_and_embodiment,3b15aefa8e6f54b79ff180b7f159e52ebde950ba129fc306f5b21930f7089a0d,"Reviewer unit focuses on robotic embodiment, control evaluation, task diversity or real-world robustness.",true
ERU-00038,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,experimental_validation_and_controls,04728ca8752cab7cbaae61629bd0e8f7c3ce0ee1cf35079b9bf161736b62703b,"Reviewer unit asks for stronger validation, controls, replicates or measurement characterization.",true
ERU-00039,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,benchmark_and_comparability,7e8f33885f6b3e91748f475bb58ee236f4087a4e03266f1061e9137818399256,"Reviewer unit challenges whether benchmarks and baselines are fair, current and comparable.",true
ERU-00040,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,robotics_control_and_embodiment,e85f146519700b5f552455d54fc05e5251020eaee1773f55ba698b76c328bfe5,"Reviewer unit focuses on robotic embodiment, control evaluation, task diversity or real-world robustness.",true
ERU-00041,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,benchmark_and_comparability,c66b97c471f1edf27fe336bd0a1b2d31036923235e3fbbaef0b26a1d1f8f79c4,"Reviewer unit challenges whether benchmarks and baselines are fair, current and comparable.",true
ERU-00042,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,claim_evidence_calibration,e40d3b132380d3261fa1e91be41c11f3048fc1f957b054dc4de120d52e1faf31,Reviewer unit questions whether claim strength exceeds what the presented engineering evidence directly demonstrates.,true
ERU-00043,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,novelty_and_positioning,afeba8eb54d9f730d0f55743d9b0b74631858bb72328808b9f6d20ca1d013b2a,Reviewer unit requests clearer separation from closest prior work and more precise statement of the technical advance.,true
ERU-00044,2026_nature_s41586-026-10338-5_peer_review.pdf,10.1038/s41586-026-10338-5,Nature,2026-04-22,Outplaying elite table tennis players with an autonomous robot,high_core,robotics; control engineering; embodied AI; mechatronics,novelty_and_positioning,b80184da6030dd9ccc853e45efb1b0df5f26f73c43e582d8758fad3bdd622de2,Reviewer unit requests clearer separation from closest prior work and more precise statement of the technical advance.,true
ERU-00045,2026_nature_s41586-026-10658-6_peer_review.pdf,10.1038/s41586-026-10658-6,Nature,2026-05-19,An AI system to help scientists write expert-level empirical software,medium_high_related,software engineering; AI systems; computational engineering; research automation,design_specification_and_requirements,43303484e268e0f938a3a304c0868c5f46efc102310a22e4e54f9ae07f273fed,"Reviewer unit asks for explicit design requirements, constraints or system-level acceptance criteria.",true
ERU-00046,2025_ncomms_s41467-025-58091-z_peer_review.pdf,10.1038/s41467-025-58091-z,Nature Communications,2025-03-26,Data-driven design of shape-programmable magnetic soft materials,high_core,soft materials; soft robotics; materials design,automation_ai_and_closed_loop_systems,628c2ac451d0975557806b07669b62e6e75383a3ae8446506aef9026ef5ef49a,Reviewer unit asks whether the automated or AI-assisted system is truly autonomous and fairly evaluated.,true
ERU-00047,2026_ncomms_s41467-026-70256-y_peer_review.pdf,10.1038/s41467-026-70256-y,Nature Communications,2026-03-09,Getting robots back on track by reconstituting control in unexpected situations with online learning,high_core,robotics; control engineering; machine learning,robotics_control_and_embodiment,b5fdd879ab8c499ee10b76cd8fb3361eeb8d2ad5730645140456ce52bba3bba9,"Reviewer unit focuses on robotic embodiment, control evaluation, task diversity or real-world robustness.",true
ERU-00048,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,biomedical_and_bioengineering_translation,c7d19aac0ac37ea98a0c1d6e009838b49effecb9396880ff55dd0eb69581ffa6,"Reviewer unit asks for biological context, safety, translational limits or in vivo relevance.",true
ERU-00049,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,biomedical_and_bioengineering_translation,88a1331623bd5db5687aebd1831710f2fd92e39dd9ffb1aa49a4eb607025eb8b,"Reviewer unit asks for biological context, safety, translational limits or in vivo relevance.",true
ERU-00050,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,biomedical_and_bioengineering_translation,934adad1786618a3b92127f85fcdc1bbda09ee5722e9c07f2ce2aca173db0552,"Reviewer unit asks for biological context, safety, translational limits or in vivo relevance.",true
ERU-00051,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,biomedical_and_bioengineering_translation,fab50d1723afc38f253b5b8b60b6d950622854ebb06126410bdab27b959945b9,"Reviewer unit asks for biological context, safety, translational limits or in vivo relevance.",true
ERU-00052,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,claim_evidence_calibration,fd8815f7a0a08e7e2d2b4828f3d6802fda60706936472e8909dae586fc3196c6,Reviewer unit questions whether claim strength exceeds what the presented engineering evidence directly demonstrates.,true
ERU-00053,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,experimental_validation_and_controls,ece3f0d48163830dd06380234b5601e80dde58bb0769e2425a5282bb45bf5fb9,"Reviewer unit asks for stronger validation, controls, replicates or measurement characterization.",true
ERU-00054,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,biomedical_and_bioengineering_translation,6e25b47e5841465721496ddee7844f1e081dfe7dad88b8e469d333c1313b6887,"Reviewer unit asks for biological context, safety, translational limits or in vivo relevance.",true
ERU-00055,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,design_specification_and_requirements,05820f8c450204d1653ec51041a03effb824fb0fe34ecb064e716ba37746e2c2,"Reviewer unit asks for explicit design requirements, constraints or system-level acceptance criteria.",true
ERU-00056,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,claim_evidence_calibration,71614a6ec084dd6b4e161f2ce21e15d053caa03c390fec5f99f4aa8ef8467368,Reviewer unit questions whether claim strength exceeds what the presented engineering evidence directly demonstrates.,true
ERU-00057,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,uncertainty_statistics_and_failure_modes,bf258e8fda79f809987b20deaf2ac8d1fd9dfc62f9e04aba24817ad2187d0d7a,"Reviewer unit asks for uncertainty, statistics, variance, error analysis or failure-mode reporting.",true
ERU-00058,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,novelty_and_positioning,1765c186d5f4d7fbea96dcd33dd3d60b420e2054ec53e16955802d71bd95a498,Reviewer unit requests clearer separation from closest prior work and more precise statement of the technical advance.,true
ERU-00059,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,claim_evidence_calibration,1a2ed1ce74a88c247a0b5cea924e9f710e819c96a08ba5bdf6be5d91c91dd0cd,Reviewer unit questions whether claim strength exceeds what the presented engineering evidence directly demonstrates.,true
ERU-00060,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,model_assumptions_and_sensitivity,559694a59626d93872d88aea240bae7d8f6454a4eee2b8ff7cc4870eb6645ab0,"Reviewer unit requests clearer model assumptions, parameter sensitivity or independent model validation.",true
ERU-00061,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,design_specification_and_requirements,6a8cd2ebd619aeb9365d3bcdc1035f449a26121cd2f62780d1edf67b2974ae38,"Reviewer unit asks for explicit design requirements, constraints or system-level acceptance criteria.",true
ERU-00062,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,claim_evidence_calibration,91255062e6fdca31f3d4319cb48f9018fb08e7124d59c622c894de056744e81f,Reviewer unit questions whether claim strength exceeds what the presented engineering evidence directly demonstrates.,true
ERU-00063,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,design_specification_and_requirements,423f4c4830d277d3a2002b2c2155a3f62a33edddba10db0e04c4ff44fee17d80,"Reviewer unit asks for explicit design requirements, constraints or system-level acceptance criteria.",true
ERU-00064,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,design_specification_and_requirements,190cf115f9cf79400348ac33ea81490d39c37d1938d219696dfad6248b7c8e03,"Reviewer unit asks for explicit design requirements, constraints or system-level acceptance criteria.",true
ERU-00065,2025_natbiomedeng_s41551-025-01350-7_peer_review.pdf,10.1038/s41551-025-01350-7,Nature Biomedical Engineering,2025-02-14,Nitroglycerin-responsive gene switch for the on-demand production of therapeutic proteins,high_core,biomedical engineering; synthetic biology; cell therapy; implantable devices,biomedical_and_bioengineering_translation,bfeb201be07b2f86ec9e731e04a5e5050dd9699095f9eb0bf0a5b023719e0cdc,"Reviewer unit asks for biological context, safety, translational limits or in vivo relevance.",true
ERU-00066,2025_natbiomedeng_s41551-025-01537-y_peer_review.pdf,10.1038/s41551-025-01537-y,Nature Biomedical Engineering,2025-10-24,Implanted microelectrode arrays in reinnervated muscles allow separation of neural drives from transferred polyfunctional nerves,high_core,biomedical engineering; neural engineering; biointerface; prosthetics,detail_audit_and_presentation,d90b481f00b389244e98b410e25d6709c82cb6bfa7e643e82026df5ee0c81c53,"Reviewer unit flags figure, table, unit, definition or presentation details that affect technical interpretability.",true
